	ENSG00000160883	ENSG00000174501	ENSG00000013441	ENSG00000135596	ENSG00000101596	ENSG00000132424	ENSG00000156508	ENSG00000170345	ENSG00000197043	ENSG00000124126	ENSG00000111144	ENSG00000105373	ENSG00000182866	ENSG00000143870	ENSG00000111371	ENSG00000164308	ENSG00000130592	ENSG00000104870	ENSG00000168028	ENSG00000123146	ENSG00000141068	ENSG00000196565	ENSG00000140988	ENSG00000182718	ENSG00000187653	ENSG00000162231	ENSG00000148303	ENSG00000100316	ENSG00000105193	ENSG00000151651	ENSG00000189343	ENSG00000100650	ENSG00000123329	ENSG00000101347	ENSG00000000938	ENSG00000105374	ENSG00000100453	ENSG00000055163	ENSG00000116688	ENSG00000167978	ENSG00000005844	ENSG00000115415	ENSG00000116701	ENSG00000131018	ENSG00000163660	ENSG00000123338	ENSG00000072818	ENSG00000142541	ENSG00000009790	ENSG00000122406	ENSG00000134516	ENSG00000164733	ENSG00000117289	ENSG00000175606	ENSG00000163563	ENSG00000223553	ENSG00000167526	ENSG00000211772	ENSG00000044574	ENSG00000126759	ENSG00000108654	ENSG00000084234	ENSG00000155657	ENSG00000100906	ENSG00000168010	ENSG00000028137	ENSG00000063177	ENSG00000142347	ENSG00000110077	ENSG00000049860	ENSG00000100242	ENSG00000105640	ENSG00000139641	ENSG00000141524	ENSG00000204287	ENSG00000140575	ENSG00000231500	ENSG00000038427	ENSG00000137154	ENSG00000136250	ENSG00000135046	ENSG00000120129	ENSG00000196126	ENSG00000136167	ENSG00000211899	ENSG00000197249	ENSG00000115232	ENSG00000076928	ENSG00000163682	ENSG00000184319	ENSG00000269028	ENSG00000188404	ENSG00000054654	ENSG00000019582	ENSG00000177600	ENSG00000137642	ENSG00000051523	ENSG00000166598	ENSG00000121316	ENSG00000115523	ENSG00000110719	ENSG00000119535	ENSG00000147168	ENSG00000106066	ENSG00000163131	ENSG00000160255	ENSG00000244734	ENSG00000090382	ENSG00000085265	ENSG00000081237	ENSG00000240356	ENSG00000177359	ENSG00000198336	ENSG00000257207	Group
66	4.9783187	7.2587414	5.9040375	6.195302	6.413498	5.415572	10.954681	4.433096	6.2687597	6.6517515	7.1425877	7.869052	8.043407	6.0774097	5.564536	6.3750467	5.79033	4.9818544	6.9896097	6.777359	5.779113	4.3230834	8.74161	6.2914677	4.752035	6.2227855	7.7198825	10.059652	6.9165316	6.322643	6.8380704	5.8406982	5.9024744	5.6699305	6.9634714	5.711844	5.4531507	7.2622056	6.533876	5.7444916	5.594843	6.839061	5.182231	7.1002283	5.1894684	5.5771713	7.0150857	8.843882	7.051343	8.255588	8.059982	6.0302324	7.304847	6.8455067	5.6649456	5.7760925	8.607468	7.2700043	6.581151	4.8223104	9.206208	5.59753	5.849704	5.679105	5.776842	4.513095	8.141425	7.2392344	5.4100995	4.5668826	5.717454	7.959013	6.164116	5.2911243	7.2410593	6.904917	9.189737	4.468387	8.640469	5.7790365	7.1272807	4.524481	5.728669	8.442427	5.9944715	4.998124	6.4824286	8.560486	8.315281	6.0902963	5.393035	7.2761693	6.7729836	8.486566	7.480752	5.373434	6.213443	6.3739967	4.6610656	7.2812266	6.962137	4.998958	7.2384014	4.503389	7.198275	6.900932	8.431885	5.168761	5.8892107	9.390316	7.6018815	4.4771156	4.2554064	6.909337	0
67	7.0686283	8.171587	7.8610153	7.7331095	8.414694	8.509636	13.011817	5.998006	8.742482	7.3381906	8.373592	10.023279	8.466608	8.465202	7.8280063	7.7808056	9.512337	6.7917104	9.360477	8.361771	7.046605	4.712155	11.430935	9.382919	5.1108856	7.94595	9.639341	12.003869	9.13214	7.49424	9.058765	9.062584	8.602869	8.822603	8.124812	8.726729	7.1140904	9.090052	6.9273024	7.1882133	7.692539	8.733732	7.3344536	8.057882	8.030611	8.742206	8.287342	11.864902	8.860188	10.384568	8.215441	7.460819	10.653329	6.9140186	8.077854	5.6376557	11.278239	9.216072	7.65568	8.337168	11.495895	8.10305	8.44594	7.9306664	8.513885	8.466696	9.644463	8.791698	7.366461	7.169717	8.211661	10.84565	8.486208	8.426826	9.369749	8.657013	11.585117	6.865423	10.938731	7.899975	9.820741	6.5711107	8.234262	10.685375	9.481731	7.557406	7.731831	9.021547	10.894987	5.8602085	5.3767767	8.651785	9.019585	11.617679	10.067817	8.4188595	10.245703	8.481396	6.0623035	9.955004	8.35346	7.4486575	9.906778	7.797146	9.503368	10.631138	10.730658	8.363466	8.689165	11.580539	6.1610327	4.6642923	4.911601	6.860611	0
68	4.1287727	4.8258862	4.3079863	3.7338316	4.903812	4.066	10.809379	4.066705	5.5575504	3.8166168	5.224294	6.706994	5.3052597	4.324085	4.5296907	3.3838775	6.4599895	4.1002293	6.9040203	4.9240456	5.9264817	4.6221447	8.573341	6.043583	5.924308	5.7797813	7.482139	9.097	6.8984747	3.5532432	6.912339	5.7566	4.724397	5.914236	4.2711906	5.981694	4.5524645	5.04722	6.791379	5.158846	4.376098	4.5773726	5.7179933	4.4320946	4.891804	4.502578	4.9601364	9.070354	4.775504	6.4539127	5.648463	5.0712233	6.87257	5.706106	6.2848525	4.0915794	8.516752	4.980587	4.3113127	5.3456354	7.402508	4.962066	3.9695997	5.959955	4.3883095	3.890336	7.79964	5.5243716	4.560659	5.2668004	3.6480515	8.60877	3.8161922	4.5957246	6.5349445	5.5313864	9.660546	4.2257996	8.703079	4.9242487	6.0577946	4.712922	5.057804	8.398241	6.023041	4.6581454	4.6023846	5.382988	7.496893	4.856922	6.816675	5.3335967	4.782247	9.260272	8.642748	4.8388767	6.5141315	4.6530037	4.1041393	6.357648	4.353515	5.645091	5.242098	4.198798	5.608907	5.496589	10.99333	6.5099745	6.0248575	7.125638	5.339515	5.066649	3.40293	8.251103	0
69	5.8215857	7.366649	6.4562607	6.8536515	6.9970217	6.899406	12.181967	5.1039934	6.7564583	6.117141	6.5597696	9.418621	7.88906	6.011292	6.4200373	5.691359	7.7692065	5.2085314	9.387303	6.360879	5.2472973	4.0009413	10.245142	7.4058957	5.036745	7.1732774	9.120095	11.536058	7.313816	5.315425	8.548559	7.4311423	7.3260336	6.5197554	6.7317495	7.686414	5.7878017	7.616586	6.3268633	7.249862	5.718395	7.0611567	5.5950184	7.040784	6.128228	6.900736	7.3183393	11.344104	7.2609124	9.42564	7.212745	6.4693923	9.340712	6.051559	7.0290956	4.6448083	10.269266	7.566519	6.5701647	6.458034	9.727623	7.21375	6.991417	7.513988	6.817067	5.7499547	8.880972	7.3672857	6.9905815	5.881687	5.5670853	10.122968	6.862381	6.80117	8.178727	7.978643	10.678432	5.713077	10.795042	6.500123	8.076323	5.704596	7.5211153	9.10557	7.5578427	6.261817	6.953183	8.375017	10.478743	5.3041368	5.900113	7.2013497	7.8372674	10.189374	9.5498705	6.9543023	8.384087	7.8502374	5.4674377	8.996755	7.845993	6.1393647	9.313816	5.491624	8.082542	9.270622	10.301401	7.7903576	7.717781	10.207025	5.921528	4.6363077	4.6262703	5.7612896	0
70	3.5826411	4.7195015	4.235727	3.4480097	4.6910024	3.7159846	10.226023	3.294572	5.6975393	4.1234202	5.352419	6.1558895	4.9919147	3.685048	4.0591474	3.232852	5.388851	4.1257753	7.1174283	6.3108115	4.8385167	4.9486084	6.8608074	5.9123187	6.049372	4.3088527	6.1587706	8.90523	6.114831	3.6174848	6.0928345	5.293544	4.6890955	5.643264	3.9755416	4.7480645	4.2181096	5.257553	7.0409503	4.5120516	4.224819	6.964849	5.361328	4.08443	4.664961	4.7242303	5.355609	7.8641343	4.9983096	6.9136944	5.6049876	6.336083	5.8851433	7.026315	5.817281	4.8413067	7.3908615	4.654069	4.1242485	3.4607122	6.97927	4.1342316	3.5145364	5.4521704	3.6336417	3.301022	6.8565397	5.5656567	4.0873413	4.100519	4.1593266	7.1798944	3.6957245	3.6663249	5.65012	4.1139526	7.428639	3.337761	7.528906	4.0326447	5.6385922	3.9219065	4.473648	6.957222	4.3975325	3.9631824	4.208081	5.2709885	6.4949126	6.889888	7.6275578	4.2709746	4.1736712	7.262092	7.5916667	3.8809457	5.3525267	4.855859	3.3859074	5.8012667	4.0439377	3.9060154	4.7844715	3.8493273	4.7811747	4.9970284	9.985243	4.275976	3.7274518	6.956972	7.5265675	6.3150153	3.1473088	8.00024	0
71	3.766714	5.193864	4.6000395	3.8593786	5.0359826	4.3067923	10.61249	3.79889	5.7676272	3.9494982	5.1279593	6.6559696	4.7128963	4.0830674	4.4243526	3.403752	6.1895275	3.98829	7.73744	5.1776648	4.9937468	5.1490126	8.023708	6.0207386	5.9297276	5.0394263	6.5281243	9.203388	6.7464066	3.6156728	5.8261824	5.536683	4.4397635	5.378849	4.139465	5.460595	4.322854	5.4574966	7.193606	5.2220926	4.1597953	4.7856197	5.0174346	4.58698	4.5013237	4.9499607	5.748912	9.005312	5.241133	7.3722134	5.656005	4.8456163	7.0517645	6.1036253	5.539569	4.118932	8.05078	5.1702547	4.1405005	4.103462	6.9775505	4.8221054	4.1672153	5.6384363	4.043436	3.6233356	7.5353765	5.073629	4.628478	5.04953	3.6628003	8.05992	3.7098503	4.3766727	5.319629	4.646515	9.166518	3.7009585	8.455331	4.7669845	6.2352314	4.5663285	4.5440774	6.698393	6.0176253	4.039677	4.663959	5.0784636	7.5195637	5.2720194	6.328521	5.0034266	4.5505924	7.060895	8.029563	5.033295	5.9648514	4.7514606	3.8922532	7.0278416	4.570298	4.5273666	5.448457	3.944961	4.9223194	5.136058	9.877318	4.8736877	4.3951454	6.4178886	6.291296	4.926222	3.3910892	7.677789	0
72	5.762435	5.701348	5.7525363	5.9438095	7.10117	6.362254	12.660323	5.25375	7.6690993	5.7554827	8.277498	9.096664	7.2830157	6.5783844	6.5206447	5.3468924	8.400272	6.2828655	8.165838	7.6753316	5.8507056	4.391934	10.488253	9.151224	4.6848063	7.2198963	8.406689	11.236973	7.896306	6.4740257	7.522236	7.2769446	7.041177	7.589641	6.8529234	7.9336963	6.035923	8.074129	5.825067	5.7829747	5.4050083	7.4847555	7.275357	6.969738	6.9774165	6.971727	7.6347675	10.98443	8.710232	9.658953	7.827942	7.9071093	8.779022	6.4176617	8.6473465	5.2782965	10.086571	7.138981	7.680046	7.611818	10.898102	8.530077	5.29661	6.684534	6.6987123	6.8394775	9.061401	8.060089	7.4250126	6.6257305	4.95889	10.015902	6.3325553	7.054367	8.843568	8.803712	10.207652	5.8733745	10.502235	6.7026815	9.219196	6.1674986	7.0804935	10.818417	7.630297	8.579813	8.214339	8.019269	9.629404	4.951255	5.2191925	8.126883	6.5271683	11.032291	8.960511	7.5788984	9.189075	7.9299974	6.876215	9.081204	7.914419	6.812504	8.565237	7.75694	9.258089	10.117547	11.402527	9.217658	9.177431	11.144569	5.8391113	4.4259653	3.671388	7.303715	0
73	4.7500234	5.9004765	5.6978197	6.232341	7.117107	6.0545483	10.493413	4.4146395	7.1746826	5.2208257	6.266151	7.1068068	7.897174	5.6424847	5.5168533	4.7868896	7.553656	5.5603466	8.235308	6.800026	6.841585	5.1673565	9.068621	6.8606796	5.6012964	6.4859686	8.871351	9.929853	6.1423016	6.0133233	6.9228454	7.721487	7.5616817	6.078776	6.0450716	7.006448	5.728612	7.5918527	8.920167	5.7394342	5.999357	7.189094	5.612652	5.9550443	6.813674	6.6869698	6.470477	9.213833	6.6219845	8.256922	7.131252	5.726329	8.344142	8.29948	5.789852	6.020955	8.58691	6.7523394	5.746091	5.4415655	8.38805	5.7290916	6.9600883	6.5423183	6.616589	6.3080196	7.2556043	6.617671	4.6369047	4.802314	5.765023	8.075954	7.2752166	7.3430557	6.53738	6.4811525	8.383114	5.1951914	9.506454	5.9959683	6.6337996	4.758871	7.1599364	7.235254	7.351879	5.428973	6.8814964	8.027266	7.7361298	6.864012	5.9869313	6.9271364	6.139592	8.795251	8.464626	6.475771	6.6610465	7.1176424	4.6960287	7.276743	7.235297	5.6274548	7.226868	5.039054	6.3090916	8.282577	10.043167	5.5044785	5.5208535	9.303522	6.7506742	5.2353845	6.3359046	7.7668905	0
74	4.556854	4.958193	4.465208	5.0746837	5.167179	4.4480352	10.222164	4.505183	5.6002407	4.889823	6.499406	7.403566	6.46347	4.563334	3.9204223	3.9108496	6.2218666	4.3778524	6.391403	5.7787657	6.317137	3.6014118	8.411817	6.09659	4.16401	4.709913	6.8847995	8.610237	5.100946	5.167897	4.664799	6.2631793	5.0081625	5.581842	5.376576	5.3413687	5.0723295	5.8396206	7.8396783	4.400815	4.4451714	6.409043	5.0178967	5.038768	5.0684967	4.6059113	5.601653	8.36254	5.537223	7.203805	4.895802	5.831448	7.1571007	7.404018	4.9910994	5.0979023	8.51386	6.029493	5.563468	4.32911	7.6561255	5.493762	4.2589307	6.1261263	6.4233828	4.891426	6.372613	5.2826195	4.3863783	3.888681	4.219676	7.5550995	6.0551214	4.267717	5.8108234	5.4618926	7.3064904	4.698609	7.7268925	5.577839	5.56817	4.9522796	5.888362	7.23003	5.900462	4.6006265	5.2326937	6.1190577	6.792547	6.293071	4.7303643	5.6279793	5.144728	7.939892	5.909009	5.1960297	5.5498524	6.818087	3.9464083	7.268646	5.781154	4.7244987	6.188884	4.320366	5.130936	5.7742224	7.0249376	5.5122156	6.7421756	6.98041	6.3835125	4.6383095	5.616463	6.6040063	0
75	5.061175	6.121746	6.8848457	6.0490484	7.131616	6.431925	9.431774	3.68939	5.883833	5.515473	6.5131865	7.300642	7.1573706	5.0313435	4.8845606	6.0800786	6.6096277	4.954249	7.6703444	5.61248	7.4545183	6.590435	9.503669	6.147339	6.184559	5.725816	8.65988	9.635409	6.961565	5.1670127	5.8920937	7.0425014	6.149	5.5172653	5.8703356	6.8447237	5.9752703	6.499739	7.374896	6.0408106	5.6852684	7.0435324	4.805888	6.8109283	6.416336	6.0866365	7.3856497	9.18034	6.5284195	8.527803	5.931638	4.4720364	7.323813	7.609413	6.139716	6.8534813	9.185898	6.8430667	4.8712215	4.5214696	8.113352	4.7536917	6.9752164	5.2761936	5.77469	4.338677	8.315805	6.96568	4.5300646	4.289521	7.3420258	8.099363	6.84196	5.748279	6.9187307	5.604162	8.538067	4.001144	8.80401	4.9691753	7.034836	4.550645	5.5849905	6.544183	6.473714	4.333209	5.889642	7.047798	8.014379	7.9203997	5.7779007	7.157614	8.165495	7.0265102	8.275776	6.445118	5.9004135	7.163413	3.7766562	6.2941723	5.730957	4.544578	5.8478193	4.139899	5.6158056	6.0668907	9.817448	5.022397	4.4732027	8.114134	7.2108197	5.2865057	6.0971956	8.475599	0
76	4.443226	4.805996	4.4493194	4.313585	4.68283	3.8205962	9.181217	3.4666314	5.3438206	5.9667587	5.5612335	5.513196	6.024494	4.204878	4.376123	3.5901473	5.6073995	4.1470327	5.917427	4.709126	5.818903	4.178731	7.657452	5.349604	4.4305835	4.115416	6.6543083	8.306294	4.5525713	3.9791982	4.657484	5.1808653	5.0704584	4.7376776	6.162723	4.6732483	4.89006	4.81074	9.265625	3.5553908	4.595622	6.7081785	4.6057615	4.2987466	4.1758027	5.0701866	5.2440524	6.7709703	4.237726	7.020069	5.842398	4.966908	6.1086774	7.1989822	5.047285	5.906582	7.095901	4.86531	4.7368164	3.6211135	7.820594	4.123401	3.4611275	4.6399083	4.531427	3.522213	5.606091	6.967943	4.150475	4.0471187	4.8300757	6.0444016	5.013665	3.7013905	5.5486746	4.895709	6.2790976	3.4807866	7.1163716	4.1292305	5.0483	3.9902267	4.025217	7.089238	5.1549253	4.3741007	3.929616	5.15075	5.658058	6.1108303	4.9649773	4.9222965	5.121175	6.5267944	5.501542	4.031563	4.791805	5.4638844	3.3167398	5.539789	3.7965834	4.9215555	4.519049	3.7758803	5.0283527	5.4249353	7.3916345	4.561126	4.4722376	7.0463753	6.9843903	6.3343935	4.22821	9.112295	0
77	4.7796717	4.697692	4.541449	4.7141542	5.031928	4.6688023	9.716503	4.8355174	6.0804634	4.8808765	6.8369427	7.6802845	6.0721893	4.6572986	5.066422	4.4204664	6.0016794	5.257892	7.094333	6.737067	6.289241	3.8517056	8.34935	6.8409925	4.1274376	5.3259015	7.4411116	9.50465	5.615428	5.6664333	4.6009665	6.622259	5.4808917	6.40513	6.479183	5.525953	5.769707	6.0941153	7.825051	4.316031	4.6987123	7.375087	5.588936	5.1986294	5.3128567	5.728428	6.6003685	8.958752	5.825141	7.333159	5.8108835	6.2125926	8.373898	7.1622553	5.3459616	4.806941	8.326218	6.0557947	5.9401817	4.6313376	8.459108	6.4536963	4.027859	6.309799	6.8453283	5.6920977	6.61625	6.662488	5.1359253	4.590395	4.594025	8.152405	6.425659	5.2985907	6.600955	5.54882	8.0527	4.4437447	7.924475	5.6018524	6.1516933	5.086953	6.1285157	7.0813184	6.4766417	5.4611893	5.5526915	6.583251	6.428645	6.5439763	4.9589634	6.344432	5.1208725	8.358747	6.4049435	5.617522	5.963317	6.221759	4.181687	6.8629713	6.535882	5.441659	6.1193233	5.732854	6.393612	7.3409514	7.9572525	6.890332	8.172363	7.8742785	7.203563	5.151694	6.1332197	7.164691	0
78	3.5992234	3.6892092	3.5402973	3.144385	4.019767	3.2860963	7.4731436	3.4597716	3.7631555	3.521212	4.813931	4.8946004	4.161222	3.5148885	3.7556448	3.1143835	5.3710117	4.36425	5.7300797	4.5527964	7.3167815	4.5717278	6.5168915	6.7148166	6.1122055	4.255303	5.225191	6.6193275	6.2935085	3.225065	6.810417	4.3613873	3.4514408	5.3036585	3.4725718	5.0746145	3.496355	4.2971363	6.6965113	3.7503989	3.485154	4.2457848	8.216664	3.360256	4.2466702	3.6590743	3.8450117	7.4906893	3.8933506	5.4865813	4.987859	5.3610573	5.5472665	7.187454	6.701972	4.3339543	6.8897524	3.8967526	3.5949445	3.8402152	5.6331034	4.2333326	3.153452	4.7914076	3.7086663	3.230698	5.8250227	4.6998906	3.910567	4.7261844	3.2380414	6.267847	3.2618437	3.397079	5.7948203	4.5604467	7.123012	3.446811	6.8467803	4.4029183	5.472402	3.7504048	3.5311747	6.1696606	4.094835	5.60723	3.554396	4.458341	5.973494	5.3994617	8.006624	3.7464645	3.2960901	6.6828823	6.0840445	3.7155485	4.8269243	3.8563976	3.817093	6.241313	3.5053928	5.0689974	3.7539082	3.7604487	4.9323077	3.8499956	8.525257	6.945493	4.7095585	4.72657	5.6314487	6.554286	3.1480198	8.438147	0
79	3.8940182	6.704813	5.9841757	4.8510137	6.1405144	5.2588377	10.22736	3.1588123	5.969718	4.2503057	4.4080563	6.844194	6.3655233	4.326288	4.1900787	5.054771	5.153455	3.5786645	7.907546	4.1501565	4.850469	4.7607265	8.619215	4.815473	5.8237634	4.3103004	10.074686	10.723059	7.8965716	3.9289753	7.250903	6.581352	5.07956	5.1523304	4.5105677	4.946108	4.65856	7.455986	7.080639	5.1898174	5.5476675	5.3749075	3.7443852	5.701062	4.666294	5.0219874	6.5082064	9.245811	7.2369833	8.771595	5.467453	3.4065495	5.86541	5.907887	4.0045247	7.24939	9.792114	6.9058075	3.8038917	3.5801105	6.938839	3.3487773	6.0780506	4.354851	3.6828256	3.2914784	6.5952606	6.1707315	3.409128	3.3235443	5.2894197	7.3249083	4.744003	4.573754	5.344939	3.8684878	10.003774	3.197918	9.442726	3.6759043	5.764867	3.6896157	4.408547	6.178327	4.8930283	3.4115746	4.2029076	7.356964	8.682499	6.5543046	6.6312437	6.288163	7.678669	6.7245493	9.021022	3.982531	5.315523	6.275272	3.132289	6.4589243	4.010286	3.2169907	4.727829	3.1834807	4.0416307	4.4083457	9.665372	3.3167474	3.2165403	5.8136578	6.3612556	5.248028	3.4158003	7.0987425	0
80	6.4571505	5.7366047	5.6489778	6.4247837	6.2809744	5.855447	11.337114	5.5202484	7.0957484	6.1993456	7.8389387	9.03327	7.0644684	6.4760904	5.0814486	4.9197392	7.218026	5.403624	8.034515	7.6112843	5.9802513	3.8118997	9.304233	7.9233932	4.1070595	5.771577	7.942684	10.524637	5.951354	7.364096	5.998522	7.2854614	6.1710014	7.0490947	8.33036	6.395785	7.0187445	7.7116637	7.1274633	5.2336454	6.0126553	8.054416	5.5378313	6.490956	5.6855593	6.632052	7.4341273	9.390802	7.3402863	8.514326	5.922242	7.296627	8.9777355	6.93077	6.386422	4.715564	8.958288	7.2480154	6.5595083	4.966698	9.644923	7.8807406	4.9631577	7.0348334	8.328829	7.2332053	7.592851	7.4072113	5.558736	4.722492	5.8547697	8.599197	6.9407716	6.2344494	8.129099	7.111753	9.200009	5.374192	8.6053505	7.7502646	6.5428753	6.6967187	7.2322607	8.43775	7.3490677	6.065774	5.8597565	8.880196	7.118144	6.2429314	4.7287884	7.893293	6.008525	9.103544	6.99739	6.5665083	6.69736	6.919402	5.372855	8.509272	7.5501685	6.068242	7.8246512	7.1594768	7.5808387	7.8652525	8.23398	7.3807445	8.836777	8.5010605	6.733972	5.243308	5.804343	5.69911	0
81	7.9873967	6.5504317	7.133462	7.60331	8.03766	7.699052	12.995207	7.7870154	9.40173	7.045337	9.73501	10.491464	7.861129	8.054461	7.540395	6.065654	9.89765	7.7662554	8.698904	9.099031	6.006338	4.5522337	10.701679	10.177528	4.8088284	8.12916	9.454994	11.62527	8.437918	7.5269465	8.162338	8.453032	7.843803	8.509907	10.046427	8.795665	7.8117604	9.333695	6.030079	6.409198	7.6627374	8.639299	8.030957	7.7627335	8.240816	8.176773	8.96668	11.622205	8.583042	10.141248	8.6453285	10.090662	9.936167	6.0208693	9.751797	4.828123	10.549555	7.9197235	8.729244	9.209413	11.640276	9.626033	5.837576	8.238514	8.415913	9.330987	9.152874	9.466717	9.144278	7.772813	6.9153357	10.136322	8.480322	8.097944	10.403054	9.892845	11.129339	7.5467596	10.917967	8.90004	9.762971	8.616854	9.068117	11.619828	8.606087	10.198776	8.706539	9.491344	9.862263	5.2878428	5.279491	9.690435	8.195013	11.643762	9.062738	8.786732	10.248659	9.034754	9.54966	10.060001	8.829527	8.213957	9.517332	10.218668	10.52124	11.3012085	11.217482	11.163327	10.955095	11.480629	6.188433	5.729148	4.593175	5.6860924	0
82	5.95568	5.1191945	4.641106	3.5894856	5.7317615	4.352468	10.164799	5.9385505	6.3737383	4.364724	6.337713	7.965827	5.7241545	4.4659767	6.301301	3.7348056	7.949739	6.7239122	6.5577993	5.897752	7.0219717	5.404237	8.549495	7.213937	6.779754	7.630033	7.3424788	9.310536	7.2852044	3.6259892	5.795558	6.339493	5.323128	5.755371	4.983287	7.478266	5.3735123	5.61539	5.9496317	5.3502064	4.6526995	6.471225	7.502182	5.2886324	6.6753016	5.2195683	6.183975	9.299167	5.1634207	7.434756	6.422078	5.8891287	5.869275	6.6381683	7.940759	6.1703243	9.012989	4.3976893	5.2441955	6.1749573	7.745224	5.456909	4.016407	7.198146	5.7287397	3.885655	7.984214	7.3921566	6.731632	5.937763	4.308317	8.718754	5.2430573	5.1415224	7.4419208	6.239419	8.5714855	5.2293544	9.675386	6.3119745	7.1991754	5.2568083	5.6619744	8.5489235	5.0351253	6.3178873	5.3347964	5.4417057	7.4317994	6.802939	9.426981	5.213252	4.512539	8.437866	7.5921254	5.899598	7.2930512	5.5728607	4.616493	6.9574003	4.7626276	6.071476	5.6660686	5.1854672	7.1786914	6.2378063	9.059004	9.863433	9.007194	7.5352445	6.844137	6.2384844	4.47914	7.7834754	0
83	4.257589	5.2660685	4.443839	5.4034996	5.7576694	5.101259	9.549536	3.7708013	5.311071	5.744152	5.671442	6.582451	6.510118	4.950183	4.238221	4.3040714	5.3371286	3.870538	7.151447	5.9337034	5.847801	3.8613799	7.7648015	5.933854	4.6391807	5.0350122	6.9760747	9.034832	4.744967	4.8995075	6.025557	5.528317	5.9591255	4.761118	6.237411	5.081829	4.9874926	5.471411	7.618394	4.6871448	4.53065	6.096593	4.4113755	5.479572	4.0984755	5.3961606	4.9970765	7.7791395	5.4539165	7.1718535	5.587288	4.7003765	6.316366	8.531616	4.9299407	6.0451555	7.451704	5.9054804	5.298499	4.030684	7.703422	5.239052	4.235907	5.177505	5.5553246	4.1990595	5.6987095	6.3414803	4.088459	3.9088395	4.923138	7.663257	5.255889	4.36078	5.631858	4.6256013	7.686295	4.228051	7.636228	5.3271713	5.4736977	4.3324413	5.1022186	6.18543	5.479089	4.053942	4.696614	5.9740324	6.5182858	5.5232377	5.6206484	5.3851337	4.8859234	6.658596	6.7976217	4.3790956	5.5129843	5.44401	3.530731	5.9601173	4.7025785	4.1700945	5.730474	3.937431	5.6697063	5.6289325	7.2216735	4.0890865	5.4763393	6.708631	6.869991	4.9428825	5.137031	6.966932	0
84	4.280583	6.0818424	6.102549	5.487212	6.571563	5.8303375	9.415165	3.4099798	5.7119083	5.063994	5.80017	6.9903316	6.0683193	4.931361	4.350089	5.7434006	5.6117554	4.2519164	7.234504	5.0120735	5.613202	4.4370537	8.861671	5.7833858	5.293644	4.636402	7.998106	9.622028	6.7129726	4.8733683	6.653199	5.7798014	5.6150074	5.342151	5.128504	5.438879	4.899266	7.0325665	7.6810613	5.51011	5.0118175	5.527953	4.365834	6.695759	5.269314	5.3837485	6.2149124	8.421858	6.973979	7.9060326	6.393849	4.155817	6.5395603	7.0770082	4.5310974	6.9984665	8.304653	6.667983	5.156023	4.036239	7.748869	4.0188913	6.621277	5.2753325	4.8380375	3.8795536	6.956197	6.174037	3.8882296	3.7354507	5.769728	7.707097	6.7716026	4.7257915	5.9368877	4.9092746	8.593085	3.540116	8.37204	4.6411533	5.9297733	4.111733	4.5638742	6.4273953	5.5414023	3.8929276	5.351599	7.018753	7.6269374	6.360214	5.670502	7.0027447	6.311584	7.700288	8.13154	4.53137	5.602008	6.827115	3.3991876	5.8767886	5.0479016	3.4933183	5.6224957	3.6040845	4.658309	5.530856	7.9878736	3.7306595	3.7925477	7.135902	7.136171	4.3383055	4.712955	7.910136	0
85	3.6276653	3.543307	3.5241919	3.5516424	3.899645	3.3952708	8.632779	3.3859622	3.9297144	3.9571292	5.061348	5.599656	4.4444494	3.5592723	3.2936454	3.2931063	4.011941	3.4292316	4.127982	4.5609303	6.293903	3.1863062	6.6332445	4.56964	3.3116293	3.4595075	4.8279414	6.92031	3.6021004	3.7787406	3.399402	4.0544868	3.4341378	3.672748	5.299262	3.9146767	4.1683316	4.272318	8.794197	3.198159	3.407923	5.4167585	3.8748984	3.8036036	3.4021406	3.6392834	5.293583	6.1180344	3.9622793	5.3394737	3.947802	4.218469	4.8478613	6.666771	4.217661	5.0716305	6.797939	4.2133713	4.1721153	3.1911123	6.56706	3.8845315	3.1338737	3.7056248	4.203148	3.4153905	4.9988127	4.930586	3.841578	3.2210336	3.4137957	5.433307	4.637283	3.3170655	4.229468	3.7520423	5.1531496	3.33714	5.180848	4.162672	3.9287276	4.0003486	3.9249883	5.81723	3.583446	3.7031312	3.3053827	3.8860471	5.0167255	6.319312	3.4773822	4.165682	3.7236385	5.1907167	3.7934227	3.4430768	3.8909674	4.741776	3.1778069	5.535763	3.5412278	3.696734	3.8225842	3.4686007	3.9817855	3.6468136	5.003475	4.380348	5.13336	4.71385	5.080719	4.405421	4.287943	6.288853	0
